place_id,place_name,rating,total_number_of_ratings,price_level,address,city,zip_code
ChIJ16pX1x7TD4gRQ43SjWpWmCs,ja' grill hyde park,4.1,765,2,1510 e harper ct,chicago,60615
ChIJda8i3hy9KogR4df9WFxmnxg,tomi nails,4.2,149,nan,241 essa rd unit #4,barrie,l4n 6b7
ChIJ-4h4N8UsDogRSGVNca0ur_g,nia,4.4,202,2,803 w randolph st,chicago,60607-2310
ChIJ9fLFlrwsDogRw4DcMrNQDlY,zoup!,4.3,121,1,62 w adams st,chicago,60603
ChIJkbn07c5LDogRD40a0gIRoQg,jay's wok (chinese kitchen),4,64,1,3003 s wolf rd,westchester,60154
ChIJFQSXlawgDogRvQ9TLU717Xc,paleteria jamay,4.5,60,2,13301 s brandon ave,chicago,60633-1471
ChIJ4zFLb8wvDogRp-PO6GBsh40,chablay's express,4,1,nan,6558 s western ave,chicago,60636-2411
ChIJO_5O56IsDogRW4nh2uXKz9o,depaul university - depaul center,4.5,30,nan,1 e jackson blvd,chicago,60604
ChIJp7KjfHGsD4gRoMH3Hi2B6-U,pizzeria antica,4.6,90,1,119 w lake st,bloomingdale,60108
ChIJqXBTgK0sDogRLMdJrOV6nrQ,starbucks,4,206,2,600 n state st,chicago,60654
ChIJrX8eW4I0DogRv5agNXfnxfY,madd love,4.7,28,nan,6126 roosevelt rd,oak park,60304-2311
ChIJv15g9A0oDogR17kmKKP3L2Y,southside african restaurant,4.4,148,nan,8311 s baltimore ave,chicago,60617-2110
ChIJTbkbbrksDogR5M2MaPXzDs8,starbucks,3.8,36,2,200 west madison,chicago,60606
ChIJrfqvPqwuDogRHCBqnq1QA38,tony's carryouts,4.4,50,nan,101 e 47th st,chicago,60653-3806
ChIJybSipbksDogRgvlLgliisLA,così,3.5,31,1,233 n michigan ave,chicago,60601
ChIJp2QLnlnSD4gRnwwnkM80I4w,late night thai,3.7,128,1,1624 w belmont ave,chicago,60657
ChIJOdtM9KQsDogRs5DunDaE3bc,silversmith hotel chicago downtown,4.5,888,nan,10 s wabash ave,chicago,60603
ChIJA23wbwLTD4gR4b3KsWyg4wk,starbucks,4.2,74,2,1157 w wrightwood ave,chicago,60614
ChIJsTzVP7DLD4gRzyOlroVX120,cafe san francesco,4.4,21,nan,3815 n harlem ave,chicago,60634-2217
ChIJ5UOcpWXYEYgRokEG0q7LbfE,crow bar inc,4.3,153,1,4001 e 106th st,chicago,60617-6340
ChIJ2ZSJl7vSD4gRnl1_3RqYhJ8,runa japanese,4.4,171,2,2257 w north ave,chicago,60647
ChIJCQe3W8_ND4gRmLXfF5voe_M,chen's garden,4.3,86,2,4445 n pulaski rd,chicago,60625
ChIJZau8l7vSD4gRq0Bin6YIyIk,jay's beef,4.6,214,1,2255 w north ave,chicago,60647-5442
ChIJTUDzJf42DogRA9z3plgfJBk,antojitos dona maria,4.6,680,1,6121 s archer rd,summit,60501-1632
ChIJH22w3wctDogRrx4BPUE-5zY,brew brew coffee & tea pilsen,4.8,91,nan,1641 w 18th st,chicago,60608-2835
ChIJbwv-vrssDogRzOFEAMQ115o,7-eleven,4.8,5,1,135 w madison st,chicago,60602
ChIJ3aS5xUTND4gRcJM4CVJhvSA,mcdonald's,3.7,1566,1,3245 w north ave,chicago,60647
ChIJcS8nVVobE4gR86NfRkfqQqo,dream dinners,4.7,11,2,210 meijer dr,lafayette,47905-4694
ChIJrSF3oq_TD4gRaRTV99oyWDM,halsted street development llc,nan,nan,nan,3344 n halsted st,chicago,60657-9417
ChIJjUXk8-_ND4gRinUYGvNCUcQ,semiramis lebanese restaurant,4.4,291,2,4639 n kedzie ave,chicago,60625
ChIJLZti0OLSD4gRR-5qInxh65I,starbucks,4.4,82,2,1245 w fullerton ave,chicago,60614
ChIJQeIj193RD4gRiMoc6YYL0K8,charminar fine dining & grill,3.8,85,nan,6350 n campbell ave,chicago,60659
ChIJ35_Q04PND4gRPkieLAAr9w4,dunkin',4.2,43,1,3001 w belmont ave,chicago,60618
ChIJ-1H7tKMzDogRz9hOKblzA_M,united grill,4.3,433,1,2145 s laramie ave,cicero,60804
ChIJY1Uk93EpDogR2IbpH0Dl5a0,porkchop hyde park,3.4,465,2,5121 s harper ave,chicago,60615
ChIJBV-jIEvTD4gROrQeGm3dLt0,starbucks,4,275,2,750 n franklin st,chicago,60654
ChIJNWcscVnSD4gRnt2QcHKvFic,fennel & iris,4.6,40,nan,1652 w belmont ave,chicago,60657-3091
ChIJXZH2S0nSD4gRx2v8i7i5L34,tango sur,4.6,1547,2,3763 n southport ave,chicago,60613-3718
ChIJUYHZxcfND4gRgy1mu6eRCjE,chicago finest complete auto,4,18,nan,4258 n elston ave,chicago,60618-1810
ChIJGd4yXsfSD4gRpfGAec-TDyA,blue line lounge & grill,4.4,501,2,1548 n damen ave,chicago,60622-1942
ChIJpzP7ieIrDogR3yEx3WzkCJ0,the cajun connoisseur,4.4,113,2,4317 s cottage grove ave,chicago,60653
ChIJXSVctbJhLxMRvMzwVfk9-R0,caffè roma,3.4,118,nan,"via di s. eufemia, 5",00187,roma
ChIJZ1kPzG0pDogRXC1a9kqDczQ,sophy hyde park,4.6,272,nan,1411 e 53rd st,chicago,60615
ChIJn2MSL8ovDogRpetjMTSGSZk,wingz around the world,4.2,21,nan,4300 s michigan ave,chicago,60653
ChIJqwqcH6EsDogRE0KlTRyYekA,columbus wood shop saic,5,7,nan,280 s columbus dr,chicago,60603
ChIJY0ujRonSD4gR2DAaNWEbsKk,diversey river bowl,4.3,502,1,2211 w diversey ave,chicago,60647
ChIJMwvgM3kyDogRltmQi4Nn7qY,birria ocotlan,2.4,5,nan,3011 w cermak rd,chicago,60623-3418
ChIJca5q3SrSD4gRwqEwkOJba-g,honeymoon cafe,4.2,65,nan,1138 w argyle st,chicago,60640-3610
ChIJF24vu1crDogRZZ8v_J6CZxk,drunken bean coffee and wine bar,4.7,60,2,400 east south water street,chicago,60601
ChIJV8e5WXIuDogRu5mWOETQw_s,burger king,3.9,436,1,2000 w 47th st,chicago,60609
ChIJ24D4z2nTD4gRfvBjIVbfv5U,the fat shallot lincoln park,4.7,72,nan,2468 n clark st,chicago,60614
ChIJdw_FiqTTD4gRiuA2dfem1FE,cafe l’appetito,4.5,188,nan,3332 n broadway,chicago,60657
ChIJ2_qNn70sDogRfkiSmOKMuwY,americana submarine,4.3,102,1,400 s clark st,chicago,60605-1022
ChIJg15m3msnDogRqi7FSXLIn8E,los tres amigos #2,4.3,331,nan,3335 e 106th st,chicago,60617
ChIJiWe7DaYsDogREwDDFjcd9pk,kaiser tiger,4.3,1273,2,1415 w randolph st,chicago,60601-1413
ChIJg15m3msnDogRqi7FSXLIn8E,los tres amigos #2,4.3,331,nan,3335 e 106th st,chicago,60617
ChIJ7Yc427wsDogRRIRymfXqkec,gene's snacks & sundries,nan,nan,nan,230 s dearborn st,chicago,60604-1505
ChIJwQvdKFMnDogRPlflvIQtKjk,doreen's pizzeria,4.3,183,1,13201 s baltimore ave,chicago,60633
ChIJjcH5qvjSD4gRYonONwRKSO4,papacito's mexican grille,4.4,64,3,2960 n lincoln ave,chicago,60657
ChIJj5_2Z_3RD4gRpM3whFP9Wxg,a bite of szechuan,3.9,53,nan,5657 n lincoln ave,chicago,60659
ChIJV3__syspDogRoW1S8pRxs3s,sammy's grill & restaurant,3.2,57,nan,6359 s king dr,chicago,60637-3114
ChIJbUPMdxwtDogRx67jIiqMRfs,starbucks,4.3,594,2,1430 w taylor st,chicago,60607
ChIJFcQ0M2IsDogREvlQZpYSqHc,ahjoomah's apron korean restaurant,4.3,616,2,218 w cermak rd,chicago,60616
ChIJuW4gFE7SD4gRZaWmrxU7uaU,southport grocery and cafe,4.6,378,2,3552 n southport ave,chicago,60657
ChIJFzq1UrxZwokRGdCxAE5srTI,freds downtown,4.2,31,2,101 7th ave,new york,10011
ChIJXZob1gWuD4gRKrOCrK38pDI,the westin chicago river north,4.4,1562,nan,320 n dearborn st,chicago,60654
ChIJnbrQVkTND4gRuP5txAVwIsY,tasty china,4.1,122,nan,3315 w north ave,chicago,60647-4901
ChIJWU3z4THSD4gRyCmncbu3ajk,the mukase african restaurant,4.4,109,2,1363 w wilson ave,chicago,60640-5522
ChIJJ4XW6-QnDogRAjdq-2GE0yU,c & g restaurant,4.1,133,nan,3003 e 92nd st,chicago,60617-4502
ChIJnzLeFK8sDogRr2730tZ6bmA,st. jane,4.2,1716,nan,230 n michigan ave,chicago,60601
ChIJzzh0kg_SD4gRqtn2rZGbw1Q,baker miller,4,114,2,4655 n lincoln ave,chicago,60625-2024
ChIJfeTs_cIyDogRPGMvplXlz2Y,babas famous steak & lemonade,3.6,188,nan,3958 w monroe st,chicago,60624
ChIJ7RTgrnMuDogR9qDvAUVKHFQ,elaine's chop suey restaurant,3.3,168,2,4512 s damen ave b,chicago,60609
ChIJw0-xW6wsDogRI8-Iesq9Y9A,chicago marriott downtown magnificent mile,4.3,2136,nan,540 n michigan ave,chicago,60611
ChIJn8S5RXcyDogRPGwG09or9IU,la chaparrita,4.5,263,nan,2500 s whipple st #4138,chicago,60623
ChIJy7q8pOXMD4gRN43KjRzOoqI,las delicias de morelia,4.5,98,nan,4754 w fullerton ave,chicago,60639-1818
ChIJC6sws6jTD4gRxEeWl-Q2n1s,bounmy grill,4.5,80,nan,3207 n halsted st,chicago,60657-3413
ChIJZaVkWwvYEYgR96MRhTRgUrQ,avys pizza,4.4,92,nan,9917 s ewing ave,chicago,60617-5533
ChIJ701K0oQsDogRkkMeLppqQQ0,asian outpost hawaiian hideout,4.3,285,2,1315 s wabash ave,chicago,60605
ChIJpa0XA8ZRgUYRrcudcPI8uiw,haapajärven kome oy,3,3,nan,komenkatu 1,85800,haapajärvi
ChIJQ7r8Hv7ND4gRVqIjgsickp4,soundbite coffee,5,2,nan,4255 n knox ave,chicago,60641
ChIJPwM6b2UtDogRnb2Pk8xjtYY,aloft chicago mag mile,4.2,329,nan,243 e ontario st,chicago,60611
ChIJZ1O0VnksDogR3-KtPsNw7Io,14 parish,4.4,233,2,2333 s michigan ave,chicago,60616-2104
ChIJt7i2J07TD4gRPpujdUydltQ,mr. kite's the chocolate shop,4.8,74,nan,2120 w division st,chicago,60622
ChIJycCsU-HSD4gRxzJhk9VJJP0,hands on - clybourn ave.,4.3,93,nan,2156 n clybourn ave,chicago,60614
ChIJk7hEsQ3TD4gRvQCR3xajmcU,sweet! chicago-froyo & candy,3.9,29,1,2468 n clark st,chicago,60614
ChIJqRlqgVPTD4gRctELvI-5JJc,harry caray's 7th inning stretch,4.4,496,2,835 n michigan ave,chicago,60611
ChIJt1zaeFgpDogR8gTBkj1bjAI,just turkey restaurant,4.2,496,1,4353 s cottage grove ave,chicago,60653-3513
ChIJjdI3tw3TD4gR1sglklQSw7U,igor's pelmeni,4.8,64,1,2468 n clark st,chicago,60614-2718
ChIJRfJN6i_SD4gRNJsR7PMCneA,thai on clark,4.5,74,1,4641 n clark st,chicago,60640-4619
ChIJqQ2HP8nRD4gRMt8O82LkHlI,cafe el meson 2,4.9,60,1,6624 n clark st,chicago,60626
ChIJSTy24gMwDogRmqKiwfND-Uo,fon fon chinese cuisine,4,97,nan,8253 s kedzie ave,chicago,60652-3328
ChIJ_wizgpfSD4gRWnEwywrHFgU,gbd cakes and sweets,4.5,18,nan,2039 n western ave,chicago,60647
ChIJBZGlQ74sDogRzpRcb0VOngA,65 express,4.3,27,nan,333 s franklin st,chicago,60606
ChIJIUDsQFMpDogRrSOuw9mjHw8,gyro 47,3.8,125,1,350 e 47th st,chicago,60653-4009
ChIJLW3g5bgsDogRrhdRVUHOEPQ,one north kitchen & bar,4.1,303,2,1 n upper wacker dr,chicago,60606
ChIJ108OQCRSDogR4EzJ1dL0zr0,sodexo,2.2,5,nan,3020 woodcreek dr b,downers grove,60515-5416
ChIJcfhVrocuDogRh7ZqIqPF4pc,la barca restaurant,4.3,152,1,1221 w 47th st #3323,chicago,60609
ChIJR8Za5ccuDogRH1fWHzk0rF0,new grand chinese kitchen,3.6,101,2,5401 s wentworth ave,chicago,60609
ChIJLUhRaPvQJIgRijX3xIwcCUA,zella appliances,4.5,93,nan,22865 van dyke ave,warren,48089-2356
ChIJHRVy4S_TD4gR_nziGwur74A,tacoboy,4.4,116,nan,1234 n halsted st,chicago,60642-8809
ChIJ64K7tx3TD4gRp6_ud23I3V0,local option,4.6,371,2,1102 w webster ave,chicago,60614
ChIJx46JelTSD4gREhuVgykxHwQ,fahlstrom's fresh fish market,4.5,755,2,1258 w belmont ave,chicago,60657
ChIJkX7tdbcsDogRQTIKcLB1zSI,nuveen,4,3,nan,333 w wacker dr,chicago,60606-2213
ChIJu1ol-p3SD4gRTDQLx_n1Cd8,little mel's place,4.5,88,1,2205 n california ave,chicago,60647-2903
ChIJX3YKvbhXDogREzgo7pr0kcI,"eggs, inc. cafe | chicago breakfast, brunch & lunch | coffee shop",4.3,280,nan,680 n lake shore dr,chicago,60611
ChIJv4erCIglDogRdOVa6kejTHY,pepe's mexican,3.7,323,1,954 w 87th st,chicago,60620-3231
ChIJC0SR4LwsDogRaa-hDobIqsA,union league club,4.7,735,nan,65 w jackson blvd,chicago,60604-3507
ChIJHQLr_v0zDogRZYukeTEE2fg,fitness protein bar,4,2,nan,2353 s laramie ave,cicero,60804
ChIJK3Ymib0sDogR2KtHH8tIvno,everest,4.3,256,4,425 s financial pl 40th floor,chicago,60605
ChIJ-2TW5QE7DogRBTmMSohKcGM,pho banh mi cafe,nan,nan,nan,5137 95th st,oak lawn,60453
ChIJsVbozN34DogRF9TVqESaOAM,tap in pub,4.2,79,2,2155 city gate ln,naperville,60563
ChIJ_2u7q3gyDogR8c5e68ytzmc,birrieria la tapatia de ocotlan,4.3,172,nan,2861 w cermak rd,chicago,60623-3513
ChIJJ6l1NJsxDogRmHfKkZxbhqc,el muelle,3.7,118,2,4253 w 47th st,chicago,60632-4447
ChIJAVZbMmvTD4gREpOagfkCzm4,sushi o sushi,4.4,71,2,346 w armitage ave,chicago,60614
ChIJb_zmNkkoDogRdvlpb8eskUc,parrot cage restaurant,4.2,34,2,7059 s south shore dr,chicago,60649-2207
ChIJ2QqUExzTD4gRwd98G6D5Xak,hubba bobba,4,93,1,1013 w webster ave,chicago,60614
ChIJp94fHMcoDogR3675-PIbeiA,daddy o jerkpit,3.9,60,nan,7518 s cottage grove ave,chicago,60619-1926
ChIJe2U_z7IsDogRMkyuZ90MaB0,chicago raw,4.5,191,2,51 w huron st,chicago,60654
ChIJhchLJlXTD4gRbr8wIA90Ex4,northwestern medicine prentice women's hospital,4.2,68,nan,250 e superior st,chicago,60611
ChIJly3aW6vTD4gRPwxsrgyANRc,bittersweet pastry shop & cafe,4.5,190,2,1114 w belmont ave,chicago,60657-5979
ChIJG39EdazTD4gRF8wgReRZb4U,trader todd's,4,486,2,3216 n sheffield ave,chicago,60657-2211
ChIJPTn_kKwsDogRvoR36xdJvKk,woman's athletic club,4.6,30,nan,626 michigan ave,chicago,60611-2844
ChIJ5Vz-P9osDogRJwJhOzM1PRw,starbucks,4.2,190,2,946 w randolph st,chicago,60607
ChIJCWqBjGMpDogRL7OhGHlUhXA,italian fiesta pizzeria,3.7,594,2,1306 e 47th st,chicago,60653
ChIJb2jWTu7ND4gRBNyIbSHp7W4,starbucks,4.1,178,2,4155 n cicero ave,chicago,60641
ChIJcTfoOtXTD4gRuxuASOv4RaM,hon kee restaurant,4.3,327,1,5009 n winthrop ave,chicago,60640
ChIJS4aMeIowDogROKJBDR14694,chicago eats market place,nan,nan,nan,chicago,60629
ChIJCQe3W8_ND4gR_M4XwKYu72Q,nick's billiard academy,4.7,77,nan,4445 n pulaski rd,chicago,60630
ChIJ2YPTdnjRD4gRMXITEY_RM-8,the admiral at the lake,4.2,16,nan,929 w foster ave,chicago,60640
ChIJc6-FONosDogRddTA9wm8FXU,la colombe coffee roasters,4.6,611,2,955 w randolph st,chicago,60607
ChIJo3hFojUvDogRejlwZF51teQ,gerry's fish & chicken,3.7,61,nan,11857 s michigan ave,chicago,60628
ChIJbWhbOjYyDogRsQ097I-W4PY,jalalisco restaurant,4.6,15,nan,4224 w 31st st,chicago,60623-4805
ChIJjcBHlAnTD4gRYl3azA1Cbj0,mavi chicago,4.1,44,nan,2833 n broadway,chicago,60657
ChIJsz4-b0AFdkgRmaEzfghxSIY,walton street,nan,nan,nan,walton st,london
ChIJz4hBjLDLD4gRL9QI_Q3XXio,mr beef & pizza on north harlem,4.5,664,1,3917 n harlem ave,chicago,60634-2220
ChIJ5T8gwqbTD4gRRV525ZDW_tA,wilde bar & restaurant,4.6,1069,2,3130 n broadway,chicago,60657-4523
ChIJzwGUD5csDogRjT1mpzDe38o,half sour,4.3,284,2,755 s clark st,chicago,60605
ChIJ5a8ra6QsDogRENtJLAp40AE,the gage,4.5,2402,3,24 s michigan ave,chicago,60603
ChIJhZMAtqwsDogRz2nYVoePQL8,omni chicago hotel,4.5,1792,3,676 n michigan ave,chicago,60611
ChIJbzaaH1PTD4gR54JgGQpw8EU,leonidas chocolate cafe,4.3,122,nan,59 e chicago ave,chicago,60611
ChIJ0RGBd83TD4gRwZBOc0s8Ovk,bistec bar & grill,4.6,55,nan,1523 n kingsbury st,chicago,60642
ChIJh4QQH1AoDogRKw3l61TnQE8,flash taco,3.6,228,1,2247 e 71st st,chicago,60649
ChIJIcujleE2DogRORMnTEvSB-0,"best food services, inc.",3.5,27,nan,6500 w 51st st,chicago,60638
ChIJ0axEB0YmDogRMJLKgnvwtKg,olive-harvey college,3.5,42,nan,10001 s woodlawn ave,chicago,60628-1645
ChIJeRNii4EoDogR6N-zB3Wixuc,t-mobile,4.1,36,2,1515 e 87th st,chicago,60617
ChIJW7UkDs3TD4gRZMIX1ixONfI,miso asian kitchen,4.5,97,1,4449 n broadway,chicago,60640
ChIJE9zmrn8sDogRzRWC-IetMTQ,marriott marquis chicago,4.6,2067,nan,2121 s prairie ave,chicago,60616
ChIJDf1kyQfTD4gRDhWI4iLHl7k,andiamo pizzaria,4.3,62,2,2814 n halsted st,chicago,60657
ChIJ5W3aQX4sDogRIQDrvhFEdFY,pizano's pizza & pasta,4.2,1081,2,2106 s indiana ave,chicago,60616-1314
ChIJsexkdCcpDogRMB7NSI6zC64,jamaican jerk spice,3.8,291,2,6500 s cottage grove ave,chicago,60637-4210
ChIJ8YjCM7QpDogRzO3XSIVaXgY,heritage cafe,4.9,29,nan,1944 e 79th st,chicago,60649-4634
ChIJ9YaVihUtDogRHP9JsLRk2FU,malcolm x college,3.5,118,nan,1900 w jackson blvd,chicago,60612
ChIJGTYCtaDSD4gRs_cv5RROq2Q,wilbur wright college,3.8,122,nan,4300 n narragansett ave,chicago,60634
ChIJR8esLocvDogRpFnigF4A6l0,famous grill,4.4,161,nan,8510 s ashland ave,chicago,60620-4709
ChIJWe8lXlPTD4gR5pJl-K8iXhU,neiman marcus,4.2,462,nan,737 n michigan ave,chicago,60611
ChIJcYNbda8sDogR-LpwASKjn2M,kimpton hotel monaco chicago,4.6,902,3,225 n wabash ave,chicago,60601-2404
ChIJgwmtdgjx5IcR13VmgIlU32I,iron lotus / cedar rapids / iowa city tattoo tattoos by jeremiah,4.6,65,nan,4444 1st ave ne #468,cedar rapids,52402
ChIJ8esvzIrMD4gR3EJoLc29t4s,mi fiesta restaurant & catering,4.5,33,nan,3024 n laramie ave,chicago,60641-5051
ChIJdXmE1ajTD4gRAm0tm7EJ3To,bamboo garden restaurant,3.8,79,2,3203 n clark st #1622,chicago,60657
ChIJUSNwBRmJ9YgREz32jlTEXNo,takoz express,4.8,41,nan,30 industrial park rd,dawsonville,30534
ChIJkzrKcawsDogRmmr3XEBfoj4,bandera,4.6,1525,2,535 n michigan ave,chicago,60611
ChIJ94U87zLSD4gRK7D1hakFJCw,harry s truman college,4,160,nan,1145 w wilson ave,chicago,60640-6063
ChIJJyeNctHSD4gRyCXQnxHGiMQ,lovely kitchen & cafe,4.5,86,1,1130 n milwaukee ave #4017,chicago,60622
ChIJK3e3Y2bLD4gRZfn6xlbv2Ys,memo's tacos,4,127,nan,6322 w grand ave #2616,chicago,60639
ChIJtVQin60sDogRt-2_-x6lj2Q,the ivy room at tree studios,4.7,65,nan,12 e ohio st # 100,chicago,60611-3098
ChIJB8t_6awuDogRLNVl-v-fjxk,jerk factory,4.1,65,nan,225 e 47th st,chicago,60653-3903
ChIJVU0OtfMs9ocR9yfSYyKeL1c,sushi avenue,3,14,nan,895 blue gentian rd,eagan,55121
ChIJDcaVQg_TD4gRl951hxGjVdA,burwood tap,4.2,230,1,724 w wrightwood ave,chicago,60614-2516
ChIJrUqZVFgrDogRKmQqKewOmE0,columbia yacht club,4.7,258,nan,111 n lake shore dr,chicago,60601
ChIJP7jMEz3OD4gRevaoWQ-od7Y,k.k. convenience store,5,3,nan,3152 w devon ave,chicago,60659
ChIJ2791aUvSD4gRFcrY561-zTc,myron mixon's smoke show barbecue,3.6,97,1,3801 n clark st,chicago,60613-2811
ChIJBW-C_1XSD4gRZtUUjQn3gPs,heritage bicycles,4.7,182,1,2959 n lincoln ave,chicago,60657
ChIJNzP6lXMkDogRZh2q7T-k4GQ,harold's chicken shack,3.8,261,1,12700 s halsted st,chicago,60628-7030
ChIJkyUdrVArDogRdKVmEV3WRBQ,cafe michelle @dusable harbor,3.4,69,nan,200 n lakefront trail,chicago,60601
ChIJ_-O3NoLRD4gRFPRCjrpxuxc,phoenix bean,4.8,5,nan,5438 n broadway,chicago,60640
ChIJa-MntqPND4gRLN1bNdGoJws,la nonna,4.8,371,2,3400 lawndale ave,chicago,60618
ChIJxUH3ldPTD4gRvwPfSi8ATkE,papa ray's pizza & wings,4,335,1,4757 n sheridan rd,chicago,60640
ChIJicoen_Ws6YAREX-PsMoj_54,la frutileta michoacana,4.6,105,1,500 n ventura ave,ventura,93001-1941
ChIJT1zBHTLND4gR3DZnAAIpm_I,d j's gyros,3.1,73,1,1161 n pulaski rd,chicago,60651
ChIJpafdA1PTD4gRTbdqGGo3j7I,argo tea,4.5,247,1,819 n rush st,chicago,60611-2005
ChIJRYk3wpUtDogR4v7HM1rs_qc,jackie’s mexican cuisine,4.4,57,nan,3207 s halsted st,chicago,60608
ChIJ999DbN0sDogRB2Ho8jh6wf0,ground up coffee & bites,4.7,170,nan,900 w van buren st,chicago,60607
ChIJ40E9uk3SD4gRidGvP8r07gg,mark twain cleaners,4.4,8,nan,1256 w addison st,chicago,60613-3825
ChIJsb0axmkwDogRE88YRLokXNE,richard j. daley college,3.1,75,nan,7500 s pulaski rd,chicago,60652
ChIJA3rdYDPTD4gRYmuDkacUt6g,farmer's fridge,4.7,27,nan,600 w chicago ave,chicago,60654
ChIJ5fXpfWwsDogR_4Gr_1rb4AM,fat fish bar & grill,4.2,226,1,234 w 31st st,chicago,60616
ChIJebU7wCHTD4gRF7IOPlvEZZE,"union full board, wrigleyville",4.8,59,nan,3473 n clark st,chicago,60657
ChIJxYlhAY8oDogRS__lHzjwBrY,nita's gumbo market,4.1,197,2,8100 s stony island ave,chicago,60617
ChIJ5xZ3ATLSD4gReuTTKADbIHc,kal'ish,4.7,380,2,1313 w wilson ave,chicago,60640-5508
ChIJi9nBC8koDogR4PcBoAIWMwg,chicago wings around the world,4.3,144,1,557 e 75th st,chicago,60619-2230
ChIJX-RTBqksDogRRh_Q4ynbf_8,chicago riverwalk,4.8,8388,nan,chicago riverwalk,chicago,60601
ChIJg61z1G0pDogRN2Sp_-1b--A,red snapper 53rd,3.6,133,nan,1418 e 53rd st,chicago,60615
ChIJqz7orFTTD4gRbMSfDo10K18,eating recovery center illinois - chicago,2.4,9,nan,150 e huron st,chicago,60611
ChIJzWCkwYMoDogRDZxox3P9eQM,hoe toy chop suey,3.8,319,1,8559 s stony island ave,chicago,60617-2249
ChIJNU8ClcrSD4gRq9MESMLU_PM,black dog gelato,4.6,390,1,859 n damen ave,chicago,60622-4907
ChIJ70W1I3vND4gRPozo9e25MeY,trike thai noodles & sushi,4.4,203,2,2539 n milwaukee ave,chicago,60647
ChIJ9c2BcGLND4gRWGvOyhfNtng,2 amigos,4.1,403,1,2320 n milwaukee ave,chicago,60647
ChIJd2_Ye5csDogRFeN2aREb3ls,hackney's printers' row,4.1,84,nan,733 s dearborn st,chicago,60605-1837
ChIJ3wRHsrMsDogRoOGp8J9Safw,"cec-chicago, inc.",nan,nan,nan,536 n clark st,chicago,60654-7136
ChIJxxwcfIHND4gRZ9DGowTLnVk,horchatas mexican restaurant,4.8,6,nan,2949 w belmont ave,chicago,60618
ChIJr-1DeDLTD4gRkRuK-xjoLx8,kendall college,4.2,55,nan,900 n north branch st,chicago,60642
ChIJR8Za5ccuDogR0-U8VqX0ZYs,wayne's bbq & cajun,4.2,134,1,5401 s wentworth ave,chicago,60609
ChIJJ0DkdE9VkFQR0bEWDDuL_eg,lucks food decorating company,5,3,nan,3003 s pine st,tacoma,98409-4713
ChIJRez9-D7PD4gRN7X0DDHziGw,johnny's grill,4.6,146,1,5313 lincoln ave,skokie,60077-2009
ChIJ5wiNEbksDogRKE0C_QoxVI0,chicago benefit associates |cba|,5,3,nan,225 w washington st #1550,chicago,60606
ChIJaUooiocvDogRvmOaw5eSv8s,chan’s chinese kitchen two,5,2,nan,7117 s state st,chicago,60619
ChIJs8JHpVPTD4gRFpLmnFwdlAA,starbucks,4,166,2,111 east chestnut,chicago,60611
ChIJqUx36jozDogR1wbt8T_zecI,ms.b's kitchen & catering,5,9,nan,4203 w cermak rd,chicago,60623
ChIJcxxlktHND4gRbWIzDFskH-8,marie's pizza & liquors,4.3,577,1,4129 w lawrence ave,chicago,60630-2821
ChIJg58PFnLND4gRQjscpj0Jqyo,four letter word coffee,4.8,52,nan,3022 w diversey ave,chicago,60647
ChIJzaO6LWEsDogRt0zRjtND5aQ,mark wong cpa & associates llc,1,5,nan,315 w 23rd st 1st floor,chicago,60616
ChIJE98dXlQtDogROXLKS4hu8bc,c & c bakery inc,nan,nan,nan,2655 w huron st,chicago,60612-1142
ChIJ4whg-rIsDogR7ga5tl1gYKM,chicago chop house,4.3,533,4,60 w ontario st,chicago,60654
ChIJI6sWbO4nDogRDjWyNwksMi8,jovial club,4.1,132,nan,9615 s commercial ave #5022,chicago,60617
ChIJdUCDMZfRD4gRP16SAaIGO7E,feel in dubai take away (zabiha halaal),4.8,29,nan,5973 n clark st,chicago,60660
ChIJn6touGx4D4gR7L37uzcNL6k,china city,3.9,143,2,fox lake,us-12,邮政编码: 60020
ChIJzzh0kg_SD4gRqtn2rZGbw1Q,baker miller,4,114,2,4655 n lincoln ave,chicago,60625-2024
ChIJD-CLApDRD4gR5eV6z62hLQ4,edgewater mexican cafe,4.5,115,nan,1055 w bryn mawr ave,chicago,60660
ChIJOasJcRYpDogRtP79KVtph7k,saieh hall for economics,4.8,6,nan,5757 s university ave,chicago,60637
ChIJT2QcSm4yDogRM75Ft4seOxU,doña torta mexican restaurant,4.1,289,1,3331 w 26th st,chicago,60623
ChIJWdJIa7P40YUR-DpoHvUqQjY,cafetería el dicho,4.1,1714,2,calle michelet s/n,11590,ciudad de méxico
ChIJs5nGOawsDogRCcgSUFxTLYQ,eddie v's prime seafood,4.6,630,4,521 n rush st,chicago,60611
ChIJvWBVshIpDogR12GitEC-Bj8,snail thai cuisine,4.3,287,1,1649 e 55th st,chicago,60615-5838
ChIJlVcYJybLD4gRSNzVbUvF5Ws,massa cafe italiano,4.7,410,2,7434 w north ave,elmwood park,60707-4238
ChIJWaTkurosDogRZ1Nt6x2NoKU,mcdonald's,3.5,597,1,36 w randolph st,chicago,60601
ChIJa1ozsUwwDogRSaaKpqiF2GY,me-ga carnitas,4.1,79,nan,6336 s pulaski rd,chicago,60629
